From	Entry	Entry Name	Protein names
NP_002243	Q9BQ31	KCNS3_HUMAN	Potassium voltage-gated channel subfamily S member 3 (Delayed-rectifier K(+) channel alpha subunit 3) (Voltage-gated potassium channel subunit Kv9.3)
NP_444282	Q8NEC5	CTSR1_HUMAN	Cation channel sperm-associated protein 1 (CatSper1) (hCatSper)
NP_742107	O43526	KCNQ2_HUMAN	Potassium voltage-gated channel subfamily KQT member 2 (KQT-like 2) (Neuroblastoma-specific potassium channel subunit alpha KvLQT2) (Voltage-gated potassium channel subunit Kv7.2)
NP_742107	Q53Y30	Q53Y30_HUMAN	Potassium voltage-gated channel, KQT-like subfamily, member 2 (Potassium voltage-gated channel, KQT-like subfamily, member 2, isoform CRA_e)
NP_742106	O43526	KCNQ2_HUMAN	Potassium voltage-gated channel subfamily KQT member 2 (KQT-like 2) (Neuroblastoma-specific potassium channel subunit alpha KvLQT2) (Voltage-gated potassium channel subunit Kv7.2)
NP_004509	O43526	KCNQ2_HUMAN	Potassium voltage-gated channel subfamily KQT member 2 (KQT-like 2) (Neuroblastoma-specific potassium channel subunit alpha KvLQT2) (Voltage-gated potassium channel subunit Kv7.2)
NP_742105	O43526	KCNQ2_HUMAN	Potassium voltage-gated channel subfamily KQT member 2 (KQT-like 2) (Neuroblastoma-specific potassium channel subunit alpha KvLQT2) (Voltage-gated potassium channel subunit Kv7.2)
NP_742104	O43526	KCNQ2_HUMAN	Potassium voltage-gated channel subfamily KQT member 2 (KQT-like 2) (Neuroblastoma-specific potassium channel subunit alpha KvLQT2) (Voltage-gated potassium channel subunit Kv7.2)
NP_751895	P56696	KCNQ4_HUMAN	Potassium voltage-gated channel subfamily KQT member 4 (KQT-like 4) (Potassium channel subunit alpha KvLQT4) (Voltage-gated potassium channel subunit Kv7.4)
NP_751895	B3KQH8	B3KQH8_HUMAN	cDNA FLJ90476 fis, clone NT2RP3002737, highly similar to Potassium voltage-gated channel subfamily KQT member 4
NP_004691	P56696	KCNQ4_HUMAN	Potassium voltage-gated channel subfamily KQT member 4 (KQT-like 4) (Potassium channel subunit alpha KvLQT4) (Voltage-gated potassium channel subunit Kv7.4)
NP_004691	B3KQH8	B3KQH8_HUMAN	cDNA FLJ90476 fis, clone NT2RP3002737, highly similar to Potassium voltage-gated channel subfamily KQT member 4
NP_004761	Q92953	KCNB2_HUMAN	Potassium voltage-gated channel subfamily B member 2 (Voltage-gated potassium channel subunit Kv2.2)
NP_004970	Q9NSA2	KCND1_HUMAN	Potassium voltage-gated channel subfamily D member 1 (Voltage-gated potassium channel subunit Kv4.1)
NP_004971	Q9UK17	KCND3_HUMAN	Potassium voltage-gated channel subfamily D member 3 (Voltage-gated potassium channel subunit Kv4.3)
NP_751948	Q9UK17	KCND3_HUMAN	Potassium voltage-gated channel subfamily D member 3 (Voltage-gated potassium channel subunit Kv4.3)
NP_751948	A0A024R0C6	A0A024R0C6_HUMAN	Potassium voltage-gated channel, Shal-related subfamily, member 3, isoform CRA_b
NP_002228	Q9UIX4	KCNG1_HUMAN	Potassium voltage-gated channel subfamily G member 1 (Voltage-gated potassium channel subunit Kv6.1) (kH2)
NP_002228	Q86Y85	Q86Y85_HUMAN	Potassium voltage-gated channel, subfamily G, member 1
NP_758857	Q8TDN1	KCNG4_HUMAN	Potassium voltage-gated channel subfamily G member 4 (Voltage-gated potassium channel subunit Kv6.4)
NP_758857	Q32MC1	Q32MC1_HUMAN	Potassium voltage-gated channel, subfamily G, member 4
NP_758857	Q547S7	Q547S7_HUMAN	Potassium voltage-gated channel, subfamily G, member 4, isoform CRA_b (Voltage-gated potassium channel subunit Kv6.3)
NP_758872	O95259	KCNH1_HUMAN	Potassium voltage-gated channel subfamily H member 1 (Ether-a-go-go potassium channel 1) (EAG channel 1) (h-eag) (hEAG1) (Voltage-gated potassium channel subunit Kv10.1)
NP_002229	O95259	KCNH1_HUMAN	Potassium voltage-gated channel subfamily H member 1 (Ether-a-go-go potassium channel 1) (EAG channel 1) (h-eag) (hEAG1) (Voltage-gated potassium channel subunit Kv10.1)
NP_000710	Q13936	CAC1C_HUMAN	Voltage-dependent L-type calcium channel subunit alpha-1C (Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle) (Voltage-gated calcium channel subunit alpha Cav1.2)
NP_775185	Q9NS40	KCNH7_HUMAN	Potassium voltage-gated channel subfamily H member 7 (Ether-a-go-go-related gene potassium channel 3) (ERG-3) (Eag-related protein 3) (Ether-a-go-go-related protein 3) (hERG-3) (Voltage-gated potassium channel subunit Kv11.3)
NP_150375	Q9NS40	KCNH7_HUMAN	Potassium voltage-gated channel subfamily H member 7 (Ether-a-go-go-related gene potassium channel 3) (ERG-3) (Eag-related protein 3) (Ether-a-go-go-related protein 3) (hERG-3) (Voltage-gated potassium channel subunit Kv11.3)
NP_653234	Q96L42	KCNH8_HUMAN	Potassium voltage-gated channel subfamily H member 8 (ELK1) (hElk1) (Ether-a-go-go-like potassium channel 3) (ELK channel 3) (ELK3) (Voltage-gated potassium channel subunit Kv12.1)
NP_062816	Q9NR82	KCNQ5_HUMAN	Potassium voltage-gated channel subfamily KQT member 5 (KQT-like 5) (Potassium channel subunit alpha KvLQT5) (Voltage-gated potassium channel subunit Kv7.5)
NP_060371	Q9ULQ1	TPC1_HUMAN	Two pore channel protein 1 (Two pore calcium channel protein 1) (Voltage-dependent calcium channel protein TPC1)
NP_060371	B3KSG7	B3KSG7_HUMAN	cDNA FLJ36171 fis, clone TESTI2026215, highly similar to Homo sapiens two pore segment channel 1 (TPCN1), mRNA
NP_001032406	Q8IV77	CNGA4_HUMAN	Cyclic nucleotide-gated cation channel alpha-4 (Cyclic nucleotide-gated channel alpha-4) (CNG channel alpha-4) (CNG-4) (CNG4)
NP_821138	Q86XQ3	CTSR3_HUMAN	Cation channel sperm-associated protein 3 (CatSper3) (Ca(v)-like protein) (One-repeat calcium channel-like protein)
NP_008851	P35498	SCN1A_HUMAN	Sodium channel protein type 1 subunit alpha (Sodium channel protein brain I subunit alpha) (Sodium channel protein type I subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.1)
NP_001003406	Q9P0X4	CAC1I_HUMAN	Voltage-dependent T-type calcium channel subunit alpha-1I (Voltage-gated calcium channel subunit alpha Cav3.3) (Ca(v)3.3)
NP_066919	Q9P0X4	CAC1I_HUMAN	Voltage-dependent T-type calcium channel subunit alpha-1I (Voltage-gated calcium channel subunit alpha Cav3.3) (Ca(v)3.3)
NP_066921	O95180	CAC1H_HUMAN	Voltage-dependent T-type calcium channel subunit alpha-1H (Low-voltage-activated calcium channel alpha1 3.2 subunit) (Voltage-gated calcium channel subunit alpha Cav3.2)
NP_066921	B3KQH9	B3KQH9_HUMAN	cDNA FLJ90484 fis, clone NT2RP3003000, highly similar to Voltage-dependent T-type calcium channel subunit alpha-1H
NP_001005407	O95180	CAC1H_HUMAN	Voltage-dependent T-type calcium channel subunit alpha-1H (Low-voltage-activated calcium channel alpha1 3.2 subunit) (Voltage-gated calcium channel subunit alpha Cav3.2)
NP_001005407	B3KQH9	B3KQH9_HUMAN	cDNA FLJ90484 fis, clone NT2RP3003000, highly similar to Voltage-dependent T-type calcium channel subunit alpha-1H
NP_001014797	Q12791	KCMA1_HUMAN	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (MaxiK) (Slo-alpha) (Slo1) (Slowpoke homolog) (Slo homolog) (hSlo)
NP_001014797	Q59FH2	Q59FH2_HUMAN	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha) (Slo1) (Slowpoke homolog)
NP_002238	Q12791	KCMA1_HUMAN	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (MaxiK) (Slo-alpha) (Slo1) (Slowpoke homolog) (Slo homolog) (hSlo)
NP_001017425	O95069	KCNK2_HUMAN	Potassium channel subfamily K member 2 (Outward rectifying potassium channel protein TREK-1) (TREK-1 K(+) channel subunit) (Two pore domain potassium channel TREK-1) (Two pore potassium channel TPKC1)
NP_001017425	Q6ZW95	Q6ZW95_HUMAN	Potassium two pore domain channel subfamily K member 2 (cDNA FLJ41415 fis, clone BRHIP2001805, moderately similar to Homo sapiens TREK-1 potassium channel (KCNK2) mRNA)
NP_055032	O95069	KCNK2_HUMAN	Potassium channel subfamily K member 2 (Outward rectifying potassium channel protein TREK-1) (TREK-1 K(+) channel subunit) (Two pore domain potassium channel TREK-1) (Two pore potassium channel TPKC1)
NP_055032	Q6ZW95	Q6ZW95_HUMAN	Potassium two pore domain channel subfamily K member 2 (cDNA FLJ41415 fis, clone BRHIP2001805, moderately similar to Homo sapiens TREK-1 potassium channel (KCNK2) mRNA)
NP_055032	U3N6F0	U3N6F0_HUMAN	Potassium channel subfamily k member 2 variant 2
NP_001017424	O95069	KCNK2_HUMAN	Potassium channel subfamily K member 2 (Outward rectifying potassium channel protein TREK-1) (TREK-1 K(+) channel subunit) (Two pore domain potassium channel TREK-1) (Two pore potassium channel TPKC1)
NP_001017424	Q6ZW95	Q6ZW95_HUMAN	Potassium two pore domain channel subfamily K member 2 (cDNA FLJ41415 fis, clone BRHIP2001805, moderately similar to Homo sapiens TREK-1 potassium channel (KCNK2) mRNA)
NP_001017424	U3N834	U3N834_HUMAN	Potassium channel subfamily k member 2 variant 1
NP_001027006	A8MYU2	KCNU1_HUMAN	Potassium channel subfamily U member 1 (Calcium-activated potassium channel subunit alpha-3) (Calcium-activated potassium channel, subfamily M subunit alpha-3) (KCa5) (Slowpoke homolog 3)
NP_004969	Q03721	KCNC4_HUMAN	Potassium voltage-gated channel subfamily C member 4 (KSHIIIC) (Voltage-gated potassium channel subunit Kv3.4)
NP_001034663	Q03721	KCNC4_HUMAN	Potassium voltage-gated channel subfamily C member 4 (KSHIIIC) (Voltage-gated potassium channel subunit Kv3.4)
NP_001075146	Q9NY46	SCN3A_HUMAN	Sodium channel protein type 3 subunit alpha (Sodium channel protein brain III subunit alpha) (Sodium channel protein type III subunit alpha) (Voltage-gated sodium channel subtype III) (Voltage-gated sodium channel subunit alpha Nav1.3)
NP_001075145	Q9NY46	SCN3A_HUMAN	Sodium channel protein type 3 subunit alpha (Sodium channel protein brain III subunit alpha) (Sodium channel protein type III subunit alpha) (Voltage-gated sodium channel subtype III) (Voltage-gated sodium channel subunit alpha Nav1.3)
NP_001075145	Q9C007	Q9C007_HUMAN	Sodium channel protein
NP_008853	Q9NY46	SCN3A_HUMAN	Sodium channel protein type 3 subunit alpha (Sodium channel protein brain III subunit alpha) (Sodium channel protein type III subunit alpha) (Voltage-gated sodium channel subtype III) (Voltage-gated sodium channel subunit alpha Nav1.3)
NP_001092874	Q14524	SCN5A_HUMAN	Sodium channel protein type 5 subunit alpha (Sodium channel protein cardiac muscle subunit alpha) (Sodium channel protein type V subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.5) (hH1)
NP_001092874	H9KVD2	H9KVD2_HUMAN	Sodium channel protein
NP_932173	Q14524	SCN5A_HUMAN	Sodium channel protein type 5 subunit alpha (Sodium channel protein cardiac muscle subunit alpha) (Sodium channel protein type V subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.5) (hH1)
NP_000326	Q14524	SCN5A_HUMAN	Sodium channel protein type 5 subunit alpha (Sodium channel protein cardiac muscle subunit alpha) (Sodium channel protein type V subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.5) (hH1)
NP_000326	Q86V90	Q86V90_HUMAN	SCN5A protein
NP_001092875	Q14524	SCN5A_HUMAN	Sodium channel protein type 5 subunit alpha (Sodium channel protein cardiac muscle subunit alpha) (Sodium channel protein type V subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.5) (hH1)
NP_001092875	E9PG18	E9PG18_HUMAN	Sodium channel protein
NP_005131	Q16280	CNGA2_HUMAN	Cyclic nucleotide-gated olfactory channel (Cyclic nucleotide-gated cation channel 2) (Cyclic nucleotide-gated channel alpha-2) (CNG channel alpha-2) (CNG-2) (CNG2)
NP_005131	B3KXY3	B3KXY3_HUMAN	cDNA FLJ46312 fis, clone TESTI4040559, highly similar to Homo sapiens cyclic nucleotide gated channel alpha 2 (CNGA2), mRNA
NP_036416	Q9ULD8	KCNH3_HUMAN	Potassium voltage-gated channel subfamily H member 3 (Brain-specific eag-like channel 1) (BEC1) (Ether-a-go-go-like potassium channel 2) (ELK channel 2) (ELK2) (Voltage-gated potassium channel subunit Kv12.2)
NP_065748	Q9ULS6	KCNS2_HUMAN	Potassium voltage-gated channel subfamily S member 2 (Delayed-rectifier K(+) channel alpha subunit 2) (Voltage-gated potassium channel subunit Kv9.2)
NP_065873	Q5JUK3	KCNT1_HUMAN	Potassium channel subfamily T member 1 (KCa4.1)
NP_065948	Q9P1Z3	HCN3_HUMAN	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3
NP_001035233	Q99250	SCN2A_HUMAN	Sodium channel protein type 2 subunit alpha (HBSC II) (Sodium channel protein brain II subunit alpha) (Sodium channel protein type II subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.2)
NP_001035232	Q99250	SCN2A_HUMAN	Sodium channel protein type 2 subunit alpha (HBSC II) (Sodium channel protein brain II subunit alpha) (Sodium channel protein type II subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.2)
NP_066287	Q99250	SCN2A_HUMAN	Sodium channel protein type 2 subunit alpha (HBSC II) (Sodium channel protein brain II subunit alpha) (Sodium channel protein type II subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.2)
NP_066550	O60741	HCN1_HUMAN	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1 (Brain cyclic nucleotide-gated channel 1) (BCNG-1)
NP_066550	Q86WJ6	Q86WJ6_HUMAN	Hyperpolarization activated cyclic nucleotide-gated potassium channel
NP_005705	Q9Y2U2	KCNK7_HUMAN	Potassium channel subfamily K member 7
NP_005705	A0A024R5F5	A0A024R5F5_HUMAN	Potassium channel, subfamily K, member 7, isoform CRA_b
NP_258416	Q9Y2U2	KCNK7_HUMAN	Potassium channel subfamily K member 7
NP_258416	A0A024R5B0	A0A024R5B0_HUMAN	Potassium channel, subfamily K, member 7, isoform CRA_c
NP_258416	Q3SYI1	Q3SYI1_HUMAN	Potassium channel, subfamily K, member 7
NP_203134	Q9Y2U2	KCNK7_HUMAN	Potassium channel subfamily K member 7
NP_203134	A0A024R5B0	A0A024R5B0_HUMAN	Potassium channel, subfamily K, member 7, isoform CRA_c
NP_203133	Q9Y2U2	KCNK7_HUMAN	Potassium channel subfamily K member 7
NP_862823	Q7Z418	KCNKI_HUMAN	Potassium channel subfamily K member 18 (TWIK-related individual potassium channel) (TWIK-related spinal cord potassium channel)
NP_938198	O43497	CAC1G_HUMAN	Voltage-dependent T-type calcium channel subunit alpha-1G (Cav3.1c) (NBR13) (Voltage-gated calcium channel subunit alpha Cav3.1)
NP_938190	O43497	CAC1G_HUMAN	Voltage-dependent T-type calcium channel subunit alpha-1G (Cav3.1c) (NBR13) (Voltage-gated calcium channel subunit alpha Cav3.1)
NP_938197	O43497	CAC1G_HUMAN	Voltage-dependent T-type calcium channel subunit alpha-1G (Cav3.1c) (NBR13) (Voltage-gated calcium channel subunit alpha Cav3.1)
NP_938406	O43497	CAC1G_HUMAN	Voltage-dependent T-type calcium channel subunit alpha-1G (Cav3.1c) (NBR13) (Voltage-gated calcium channel subunit alpha Cav3.1)
NP_938196	O43497	CAC1G_HUMAN	Voltage-dependent T-type calcium channel subunit alpha-1G (Cav3.1c) (NBR13) (Voltage-gated calcium channel subunit alpha Cav3.1)
NP_938202	O43497	CAC1G_HUMAN	Voltage-dependent T-type calcium channel subunit alpha-1G (Cav3.1c) (NBR13) (Voltage-gated calcium channel subunit alpha Cav3.1)
NP_938194	O43497	CAC1G_HUMAN	Voltage-dependent T-type calcium channel subunit alpha-1G (Cav3.1c) (NBR13) (Voltage-gated calcium channel subunit alpha Cav3.1)
NP_938201	O43497	CAC1G_HUMAN	Voltage-dependent T-type calcium channel subunit alpha-1G (Cav3.1c) (NBR13) (Voltage-gated calcium channel subunit alpha Cav3.1)
NP_938193	O43497	CAC1G_HUMAN	Voltage-dependent T-type calcium channel subunit alpha-1G (Cav3.1c) (NBR13) (Voltage-gated calcium channel subunit alpha Cav3.1)
NP_938200	O43497	CAC1G_HUMAN	Voltage-dependent T-type calcium channel subunit alpha-1G (Cav3.1c) (NBR13) (Voltage-gated calcium channel subunit alpha Cav3.1)
NP_938192	O43497	CAC1G_HUMAN	Voltage-dependent T-type calcium channel subunit alpha-1G (Cav3.1c) (NBR13) (Voltage-gated calcium channel subunit alpha Cav3.1)
NP_938199	O43497	CAC1G_HUMAN	Voltage-dependent T-type calcium channel subunit alpha-1G (Cav3.1c) (NBR13) (Voltage-gated calcium channel subunit alpha Cav3.1)
NP_061496	O43497	CAC1G_HUMAN	Voltage-dependent T-type calcium channel subunit alpha-1G (Cav3.1c) (NBR13) (Voltage-gated calcium channel subunit alpha Cav3.1)
NP_938191	O43497	CAC1G_HUMAN	Voltage-dependent T-type calcium channel subunit alpha-1G (Cav3.1c) (NBR13) (Voltage-gated calcium channel subunit alpha Cav3.1)
NP_940905	Q6UVM3	KCNT2_HUMAN	Potassium channel subfamily T member 2 (Sequence like an intermediate conductance potassium channel subunit) (Sodium and chloride-activated ATP-sensitive potassium channel Slo2.1)
NP_940905	A9LNM6	A9LNM6_HUMAN	Sodium activated potassium channel
NP_036459	O95427	PIGN_HUMAN	GPI ethanolamine phosphate transferase 1 (EC 2.-.-.-) (MCD4 homolog) (Phosphatidylinositol-glycan biosynthesis class N protein) (PIG-N)
NP_036459	A0A024R2C3	A0A024R2C3_HUMAN	GPI ethanolamine phosphate transferase 1 (EC 2.-.-.-)
NP_789744	O95427	PIGN_HUMAN	GPI ethanolamine phosphate transferase 1 (EC 2.-.-.-) (MCD4 homolog) (Phosphatidylinositol-glycan biosynthesis class N protein) (PIG-N)
NP_789744	A0A024R2C3	A0A024R2C3_HUMAN	GPI ethanolamine phosphate transferase 1 (EC 2.-.-.-)
NP_001035545	Q8NBJ9	SIDT2_HUMAN	SID1 transmembrane family member 2
NP_060169	Q9NXL6	SIDT1_HUMAN	SID1 transmembrane family member 1
NP_055400	Q9NP59	S40A1_HUMAN	Solute carrier family 40 member 1 (Ferroportin-1) (Iron-regulated transporter 1)
NP_951060	Q8NE01	CNNM3_HUMAN	Metal transporter CNNM3 (Ancient conserved domain-containing protein 3) (Cyclin-M3)
NP_060093	Q8NE01	CNNM3_HUMAN	Metal transporter CNNM3 (Ancient conserved domain-containing protein 3) (Cyclin-M3)
NP_060119	Q9H8M5	CNNM2_HUMAN	Metal transporter CNNM2 (Ancient conserved domain-containing protein 2) (Cyclin-M2)
NP_951059	Q9H8M5	CNNM2_HUMAN	Metal transporter CNNM2 (Ancient conserved domain-containing protein 2) (Cyclin-M2)
NP_951058	Q9H8M5	CNNM2_HUMAN	Metal transporter CNNM2 (Ancient conserved domain-containing protein 2) (Cyclin-M2)
NP_064569	Q6P4Q7	CNNM4_HUMAN	Metal transporter CNNM4 (Ancient conserved domain-containing protein 4) (Cyclin-M4)
NP_065081	Q9NRU3	CNNM1_HUMAN	Metal transporter CNNM1 (Ancient conserved domain-containing protein 1) (Cyclin-M1)
NP_054701	P13473	LAMP2_HUMAN	Lysosome-associated membrane glycoprotein 2 (LAMP-2) (Lysosome-associated membrane protein 2) (CD107 antigen-like family member B) (LGP-96) (CD antigen CD107b)
NP_002285	P13473	LAMP2_HUMAN	Lysosome-associated membrane glycoprotein 2 (LAMP-2) (Lysosome-associated membrane protein 2) (CD107 antigen-like family member B) (LGP-96) (CD antigen CD107b)
NP_055213	Q9UQV4	LAMP3_HUMAN	Lysosome-associated membrane glycoprotein 3 (LAMP-3) (Lysosomal-associated membrane protein 3) (DC-lysosome-associated membrane glycoprotein) (DC LAMP) (Protein TSC403) (CD antigen CD208)
NP_005552	P11279	LAMP1_HUMAN	Lysosome-associated membrane glycoprotein 1 (LAMP-1) (Lysosome-associated membrane protein 1) (CD107 antigen-like family member A) (CD antigen CD107a)
NP_005552	A0A024RDY3	A0A024RDY3_HUMAN	Lysosomal-associated membrane protein 1, isoform CRA_a
NP_001035148	P34810	CD68_HUMAN	Macrosialin (Gp110) (CD antigen CD68)
NP_001242	P34810	CD68_HUMAN	Macrosialin (Gp110) (CD antigen CD68)
NP_839952	Q13454	TUSC3_HUMAN	Tumor suppressor candidate 3 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit TUSC3) (Oligosaccharyl transferase subunit TUSC3) (Magnesium uptake/transporter TUSC3) (Protein N33)
NP_006756	Q13454	TUSC3_HUMAN	Tumor suppressor candidate 3 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit TUSC3) (Oligosaccharyl transferase subunit TUSC3) (Magnesium uptake/transporter TUSC3) (Protein N33)
